,open,high,low,close,volume,sma_20,rsi,macd,bb_upper,bb_lower,returns,target,correlated_feature
2023-01-01 12:30:00,98.90503887065879,98.92626629729325,98.8482745450738,98.88651346572928,28528.565081158846,99.20311747458264,29.108967917495054,-0.060756879177955594,99.36271010915628,98.41031682230228,0.000537481170463483,0,99.88090765267256
2023-01-01 12:45:00,98.86653064261715,98.88971492514452,98.84406606275266,98.79625229165822,27248.119154543558,99.16315450750047,49.481740640690546,0.1568182429527326,99.26792361606515,98.3245809672513,-0.000912775371561092,1,99.77484889451237
2023-01-01 13:00:00,98.79883844258656,99.01854163716239,98.75381009365789,98.79961935928404,48188.40615724905,99.12627974815743,25.749299375779785,0.1447796418457866,99.26344043815547,98.3357982804126,3.408092460710499e-05,1,99.79867786846548
2023-01-01 13:15:00,98.86000607147064,98.86205285857284,98.859496928783,98.90511993015997,14312.297767640124,99.10005969436865,46.55926502216799,0.09386400226789447,99.35586762431646,98.45437223600348,0.0010678236572174704,1,99.89617811640446
2023-01-01 13:30:00,98.96310602372023,99.06398817330802,98.91256275822393,98.91771821471288,33125.3075189626,99.06841665896566,46.27076219349984,-0.017611243395986267,99.32173208999338,98.51370433943238,0.00012737747612878714,1,99.90946793107112
2023-01-01 13:45:00,99.05623403563186,99.09945162269949,98.93397649265486,99.13219823181394,38207.8997240528,99.05318531954225,59.39920455894606,0.008298741881250998,99.4989859227558,98.7654105408721,0.0021682669290401524,0,100.12007544204457
2023-01-01 14:00:00,98.97231228330959,99.00117973736133,98.92490083111495,98.99785188773598,34364.31010466604,99.03085707626403,50.683458217128475,-0.013092580512612651,99.31542873083072,98.68027504464123,-0.0013552240994778586,0,99.98033624674378
2023-01-01 14:15:00,98.94139104572447,99.00598712409892,98.8379368400626,98.99292007500567,9646.460285005518,99.01779555194915,59.35110707419874,0.11282397832688376,99.29282485315247,98.69301529685887,-4.981737114762019e-05,0,99.98622693674628
2023-01-01 14:30:00,98.97451738886483,99.00785910404478,98.91015454921947,98.94162566117222,25574.818199514757,99.00533861543423,60.55160199708341,-0.08758424064951102,99.23181934903444,98.65143197331001,-0.0005181624483304725,1,99.92559104548398
2023-01-01 14:45:00,99.07207190157706,99.17541721864045,99.06564849472576,99.1147981629304,31702.166331219018,99.00212703338374,82.32393016074712,-0.08057996548842047,99.39824137794135,98.83135494791945,0.0017502492060439412,0,100.12411370085546
2023-01-01 15:00:00,99.02415447779254,99.13963590177356,98.90778327199345,98.96955778277277,22185.15092717444,98.99016336832784,45.270550170708134,0.10102745868360158,99.23595158410836,98.70316398143717,-0.0014653753309256112,1,99.94656044954807
2023-01-01 15:15:00,99.00558858012614,99.03297351519385,99.00215087203664,99.05010095516796,2734.0036207616845,98.97949333301197,35.88465949000431,-0.004436145551156164,99.28571373801299,98.81448817232294,0.0008138176445324774,0,100.05596353244819
2023-01-01 15:30:00,98.89495508272555,98.91116047807981,98.8567800904309,98.90354704971521,25860.956104482,98.96700843004616,53.691254229746136,0.13784673554538082,99.12651708479203,98.6805770146384,-0.001479593700960291,0,99.8914693317244
2023-01-01 15:45:00,98.77533442031748,98.82020177641452,98.7676688698071,98.80299698131671,201295.85885256832,98.94742541475469,37.96579959290685,-0.06715122069805457,99.01000836518494,98.59598559744848,-0.0010166477482143055,0,99.79401780847009
2023-01-01 16:00:00,98.85658700255689,98.97831479953307,98.85599821892617,98.79780727227565,15366.740287411827,98.93144707571352,72.22941152654803,-0.00547783603388251,98.9988320361369,98.59678250841439,-5.2525826135019216e-05,1,99.7941169226647
2023-01-01 16:15:00,98.99221100541398,99.00403905036148,98.96479897113178,98.94745751330015,10635.182652485959,98.93161885037837,45.751729415821515,-0.09224129848439533,99.14853338495226,98.74638164164804,0.0015147121697962618,1,99.93062959548311
2023-01-01 16:30:00,98.98500999325594,99.03378106614092,98.96752923229643,99.01487140416862,31995.436419186542,98.93903848352451,41.51635448189015,0.0007362681423567135,99.21677622230536,98.81296658603188,0.0006813099857507776,1,100.01366260205728
2023-01-01 16:45:00,99.08536328304515,99.13528718305643,99.052086634334,99.03794588283394,30102.942711698088,98.94183736687276,42.93026418273323,-0.14785469369987989,99.24386841594134,98.83202334972654,0.00023304053560946336,1,100.00124990310847
2023-01-01 17:00:00,99.12152688554991,99.18757338630625,99.0784840976953,99.14468720015486,72601.08643834505,98.94934908501106,60.77626135207461,-0.048763342095496286,99.3688443699845,98.92053003032522,0.0010777820195020382,0,100.12893417682419
2023-01-01 17:15:00,99.0570149100894,99.06406819157453,99.05477868677661,98.98865801976639,6261.229459497695,98.95711236708374,47.63379525152772,-0.14362538649281179,99.20657371485399,98.77074232467879,-0.0015737523088199534,1,99.96930397189064
2023-01-01 17:30:00,99.09315447064024,99.1560627160966,99.086591868446,99.13556318127358,45769.822363647414,98.96956485286096,40.37499769804427,0.06939232331912581,99.36466836900142,98.90645799354574,0.0014840605423487307,1,100.1143837529626
2023-01-01 17:45:00,99.24695812728685,99.36682078760131,99.20606313530044,99.18533196154841,39752.263475909014,98.98901883635547,74.98027876435296,0.07165893397596516,99.41851257386095,98.95215134923588,0.0005020275134144381,1,100.17503573278312
2023-01-01 18:00:00,99.24337552337585,99.25327875141485,99.2223592225663,99.27099052025983,19107.829720764512,99.01258739440426,37.15745239007375,-0.17302627304843451,99.51841898747348,99.02356205304618,0.0008636212332748805,1,100.26755792514425
2023-01-01 18:15:00,99.39983988895725,99.4134003685416,99.33452604702917,99.43112143563954,30905.434398426998,99.03888746967824,50.5334911104949,0.1333885745500573,99.73567862202653,99.12656424925255,0.001613068576635568,0,100.43245924998094
2023-01-01 18:30:00,99.13786537854827,99.31557423049135,99.08504581748568,99.10302678762679,61664.11780204776,99.04815289832393,59.784592274153454,0.2497415126419854,99.4033078942947,98.80274568095888,-0.00329971786776162,1,100.09646582307506
2023-01-01 18:45:00,99.22005562898579,99.23003778172355,99.12664378401092,99.24915695734002,52697.0828985352,99.05400083460025,25.5299733437439,0.004600638673634095,99.56067499798976,98.93763891669028,0.001474527816656801,0,100.23499159226449
2023-01-01 19:00:00,99.22876033580961,99.32509982419744,99.16979749260447,99.2417824489763,7023.24533008628,99.06619736266225,57.20390752108887,-0.06411142602246449,99.56299420086431,98.92057069708828,-7.43029824111785e-05,0,100.23789043784431
2023-01-01 19:15:00,99.19885960076303,99.23275064789071,99.17075970033282,99.1719175079534,50018.99872586185,99.07514723430964,34.17338486779326,0.28243305910030464,99.49450438227477,98.84933063363202,-0.0007039871644669571,0,100.16487953998144
2023-01-01 19:30:00,99.20803567841658,99.2222355269163,99.1521510263613,99.15760794421277,20646.71271102272,99.08594634846166,62.341741712510036,-0.13189684983025107,99.47580524328706,98.83941064513849,-0.00014429048162223346,0,100.15854458533425
2023-01-01 19:45:00,99.00927878695649,99.11157908704372,98.99317331095747,98.91114750237286,23691.558873724065,99.07576381543379,35.56023482121536,0.002010646686909839,99.23836343147453,98.58393157327119,-0.002485542430375909,1,99.9080283444259
2023-01-01 20:00:00,98.98731159817274,99.01677846445074,98.96902484077869,99.00479410053772,23699.209947088504,99.07752563132203,60.39153547773291,0.017962227263192344,99.3299753955197,98.67961280555575,0.0009467749644964663,0,99.9951468056823
2023-01-01 20:15:00,99.0230228553239,99.05918434877896,98.94523151453139,98.9447827167558,18953.748693832524,99.07225971940143,66.58749599442069,0.13451476204524146,99.27520274492329,98.6143626885883,-0.0006061462409687746,1,99.92525801386174
2023-01-01 20:30:00,99.17081225979805,99.19306675775695,99.14124485335228,99.17557946977011,72526.51492654067,99.08586134040416,62.92154788449207,0.03597389751267884,99.4990812147725,98.85207772476772,0.0023325813314989396,0,100.16080576290949
2023-01-01 20:45:00,99.11898523797069,99.16392630510495,99.03891662645722,99.10581282716657,20257.533745293862,99.10100213269666,53.769749723571536,-0.049863389578845146,99.40064712307216,98.81097853126099,-0.0007034659436984114,0,100.09137306184185
2023-01-01 21:00:00,99.03813587768137,99.04706374256226,98.95171850597028,99.07209301645328,7190.05335648148,99.11471641990555,46.53048585605451,-0.09511843703879562,99.33085585232854,98.81333018057802,-0.0003402404939869541,0,100.05966128327864
2023-01-01 21:15:00,98.98796017332292,99.0127637186411,98.89051763171003,98.97285789834842,14860.621543769814,99.11598643915796,41.35370635497734,-0.03418218202461356,99.2283934614991,98.71732233519775,-0.0010016455197769947,1,99.96526698160781
2023-01-01 21:30:00,99.07950038509313,99.25385828718419,98.95527390754347,99.06302799577577,26336.06882484572,99.11839426873831,72.06552036225656,-0.10069273609451442,99.31544031832249,98.81061567322905,0.0009110588432230671,1,100.0608100196348
2023-01-01 21:45:00,99.1123754960591,99.1273047900803,99.08418305252411,99.14896903127351,75298.44661535551,99.12394542616029,39.50757169748535,0.004782531978468295,99.39880201719505,98.89913604535197,0.0008675389520842458,0,100.13994753465609
2023-01-01 22:00:00,99.0593994756824,99.11286234490825,99.04019960447523,99.07615237713661,40259.234493776166,99.12051868500939,34.44400889645006,-0.05641961798604866,99.32666661764243,98.82563813663079,-0.000734416654538661,1,100.06707514878698
2023-01-01 22:15:00,99.11072621899373,99.13039242921317,99.06708874750123,99.12653401685287,9409.402377396027,99.1274124848637,59.980534025492446,-0.14940377932897506,99.36923636301603,98.88383167068972,0.0005085142943832555,1,100.1192324200714
2023-01-01 22:30:00,99.12043397392853,99.19467855846389,99.0972390647799,99.14389735341895,264392.4725649171,99.12782919347097,38.05794795220257,0.12551457883749037,99.38668722621358,98.90110748062432,0.0001751633580078238,0,100.13017727382181
2023-01-01 22:45:00,99.21729847298182,99.22431181196234,99.17134948492806,99.14051986682146,28703.52771169839,99.12558858873463,35.74904753800809,-0.04976725234290394,99.38189834653946,98.89914138710347,-3.406651027093588e-05,1,100.12267114291325
2023-01-01 23:00:00,99.14709316359409,99.32212368631531,99.08595476997561,99.18493259759344,78856.95058750479,99.12128569260132,28.345936067453525,-0.12681368049753125,99.41833383383722,98.95153136134967,0.0004479775860732893,0,100.15922754459628
2023-01-01 23:15:00,99.1143269489343,99.14456449504254,99.0560243954006,99.14495038863498,18925.879808066667,99.10697714025108,42.75635240809223,-0.016825913448754153,99.32804012096244,98.96186065630752,-0.0004031076889539076,0,100.12944839894057
2023-01-01 23:30:00,99.0751161336211,99.08857881079598,99.05165170840905,99.02428197719227,37547.3936515771,99.10303989972935,48.7592746415526,0.006837156596765876,99.21107859349586,98.83748536088869,-0.001217090844966906,0,100.01925625149687
2023-01-01 23:45:00,98.92876463880788,98.93258152493567,98.91963694751763,98.91656061512417,50994.26755559901,99.08641008261856,53.64637591491048,-0.17464667255790337,99.10775351747318,98.72536771277515,-0.0010878277521155777,1,99.89869710689501
2023-01-02 00:00:00,98.95837666651434,98.96767856351957,98.93022426583445,98.95641130213296,74473.20771908372,99.07214152527641,64.26959366449225,0.03316476671257628,99.1412709781855,98.77155162608042,0.00040287174120257063,1,99.94359734478003
2023-01-02 00:15:00,98.98448219373233,99.02115711100382,98.97678999898302,98.97775735451225,63409.45776338018,99.06243351760433,57.903468854986905,-0.10471575686902646,99.1609400018783,98.7945747071462,0.00021571166636302763,1,99.9721992409315
2023-01-02 00:30:00,98.98499353939657,99.00554279338682,98.87458566736971,99.00168653772499,52690.84498943715,99.05463744727996,47.1369167067023,0.17110288091907877,99.18104615339922,98.82232692205076,0.0002417632390581126,1,99.99691029806648
2023-01-02 00:45:00,98.96153482605907,99.04980532026518,98.94031179725037,99.03310316515062,16073.275561679426,99.06073523041884,47.0270648543042,0.05239605120767348,99.19976550426368,98.86644082603756,0.00031733426494362504,0,100.01263886828046
2023-01-02 01:00:00,98.81999775185402,98.8481816113883,98.81160877667776,98.87408608823766,12434.796090134889,99.05419982980384,57.652362033727755,-0.03998999901093166,99.05921298958638,98.68895918688894,-0.0016056961948145432,0,99.87279754268457
2023-01-02 01:15:00,98.77793321957748,98.79223168142627,98.77664436185765,98.7123222599059,30718.105342911684,99.04257680696135,69.08855244392853,-0.07451677703173505,98.94851938123325,98.47612513857855,-0.0016360588980554036,1,99.71071898339852
2023-01-02 01:30:00,98.7436617679248,98.79166671375349,98.69176393002378,98.7747652674401,56001.181759400955,99.02253609684485,51.894712992248,-0.010496770756362395,99.03064305147932,98.51888748340089,0.0006325756106697611,0,99.75121442154231
2023-01-02 01:45:00,98.66343404100265,98.72477517135061,98.61277987185281,98.72988070697942,17628.625333745236,99.00373949083549,42.96303718684386,0.06127907415832898,99.01370598948061,98.44605542447822,-0.00045441323337147566,0,99.7089411453528
2023-01-02 02:00:00,98.64730546983604,98.65644406722033,98.6264839064805,98.6666458958705,63906.21939243312,98.98346713480633,35.10700998371682,-0.002549412858519966,98.98565266897475,98.34763912276625,-0.0006404830093594827,1,99.66522326166067
2023-01-02 02:15:00,98.6877105555175,98.69688381902404,98.68398989902869,98.7422595767768,94147.38373974412,98.97193721872776,28.32192103381662,-0.021715880713685663,99.07905407197096,98.40546508158265,0.0007663550353793624,1,99.72821363733202
2023-01-02 02:30:00,98.87632914563855,98.87819718203903,98.84997894823296,98.9769426679236,8810.320355012234,98.96763295233515,59.994045080652846,0.005837029081789565,99.31102491989537,98.64286041595182,0.0023767239290721776,0,99.9445143151283
2023-01-02 02:45:00,98.89378692692173,98.96045343296123,98.87514544064533,98.94497240422709,9538.383409987848,98.95743312098284,58.66967785459336,-0.06038589312369547,99.26801778587381,98.62192702258037,-0.0003230071856611394,0,99.92042531322204
2023-01-02 03:00:00,98.91954196599401,98.97404509225137,98.86301813983609,98.9320073957761,19141.708820596206,98.95022587191481,58.66045287659992,-0.03432059268430377,99.25029734313577,98.61371744841642,-0.0001310325136887336,1,99.91883377348213
2023-01-02 03:15:00,98.9120973744174,98.94428008289917,98.8655551621171,98.96435179812164,29959.827148017546,98.94211676097825,48.07010830471916,-0.20857924389050042,99.2718083099013,98.65689528634198,0.00032693567225572373,0,99.94236488960001
2023-01-02 03:30:00,98.72022025288749,98.81316987742129,98.69754571855954,98.72746464454234,13035.516976596342,98.92129512553443,71.10402118837627,0.09737262308523678,99.03378558737099,98.42114370171369,-0.0023936614475335016,0,99.7106050532814
2023-01-02 03:45:00,98.71756886534257,98.79947878140104,98.70528070788136,98.71876401750681,85152.80938124715,98.90020733306868,42.73822258122773,0.02987977803217619,99.01955943067813,98.4179686043355,-8.812772683719494e-05,0,99.70627561981871
2023-01-02 04:00:00,98.72359188633668,98.76760843701847,98.50229937086846,98.706021174551,33660.04691445389,98.87626176191655,64.32903855810808,-0.07734558440334302,98.98697515584499,98.42506719325701,-0.0001290822781528922,1,99.70770393233686
2023-01-02 04:15:00,98.9699160975852,99.07126662891164,98.93965913396194,99.0480867655268,22912.709789936245,98.87141858076114,49.41885657515685,0.1898734981355239,99.31238446003742,98.78378907101619,0.0034654987295141826,0,100.0356630940198
2023-01-02 04:30:00,98.95068000110709,98.96220359362562,98.89239842918113,98.90975856780999,5240.071782289519,98.86569241029204,40.87473852980994,0.008701648039238655,99.16491589589596,98.65460123972402,-0.0013965761705653224,1,99.90958157148381
2023-01-02 04:45:00,98.98083473534045,98.98676938640996,98.97326143123571,99.05745312157435,5908.7181014926955,98.87273703561455,58.887954609766425,-0.10361435719751969,99.32595463821059,98.78895160493812,0.0014932252985240257,0,100.06231525441046
2023-01-02 05:00:00,98.97736355836993,98.99308194865634,98.94412685425648,99.00235676455695,29173.301863903765,98.87503430873575,56.14454178025991,0.08567374214704584,99.2746323208167,98.7300812082972,-0.0005562060731542084,0,100.00672342889604
2023-01-02 05:15:00,98.86049575460797,98.86343480994447,98.85909960648682,98.79053044586787,2610.78017649043,98.86567296330352,55.35459138900389,0.03980482165092625,99.06080227043621,98.52025862129953,-0.0021396088498462085,1,99.78128329626041
2023-01-02 05:30:00,98.97477803605948,99.01265373820117,98.93957216758594,98.99316050070905,60635.59704869145,98.86524666145273,51.219176330842984,0.03945799854842194,99.26255448965856,98.72376651175955,0.0020511080761147493,0,99.96345921423774
2023-01-02 05:45:00,99.04997133932815,99.18789039959825,98.88373533990254,98.94497001394556,18804.39984279773,98.86084000389248,49.431603774247534,-0.042575560465159056,99.20554183880371,98.68439818908742,-0.000486806224993086,1,99.93902796273906
2023-01-02 06:00:00,99.12907453403245,99.13108145485292,99.10483233679271,99.160349934874,564159.8823179805,98.87515319622429,85.82557989305658,0.04504957237780347,99.45340906348066,98.86729080626735,0.002176764729910907,0,100.16243743310088
2023-01-02 06:15:00,99.03813578855298,99.04464748255214,99.03614695251424,99.08239736270242,221442.05922545624,98.89365695136412,67.7638496779426,-0.026175829022109454,99.37888053972226,98.78591418568259,-0.0007861264328209439,1,100.0724106652751
2023-01-02 06:30:00,99.1784152196466,99.2085073820617,99.17684296741031,99.14879742186399,18371.409998330426,98.91235855908532,60.84240342478268,0.05559414516458422,99.46049978572324,98.83709505800473,0.0006701499048160642,0,100.15773123478338
2023-01-02 06:45:00,99.03823011336736,99.17404054606116,99.01368004523586,99.04440749816514,19804.470964273867,98.9280848986446,51.67698737305082,-0.1904944454010639,99.34900200962436,98.73981298670593,-0.0010528612188273057,1,100.04344990876147
2023-01-02 07:00:00,99.09691582274739,99.11591710330023,99.08819666905484,99.19462369443491,59610.17226051501,98.95448378857283,65.10735800895003,-0.04338734629791891,99.49530683860867,98.89394055026115,0.00151665500419651,1,100.19225266515078
2023-01-02 07:15:00,99.3159613853284,99.35134751051696,99.31477993147433,99.2906740501153,120954.84945198568,98.98190451223975,57.769921645871776,0.17221550978081948,99.60935423357225,98.97199386665835,0.0009683020319353197,0,100.29444459772851
2023-01-02 07:30:00,99.21690775281532,99.21903083946538,99.14633460760817,99.16396237346248,4281.1243067146015,98.99125549751669,50.39307129161053,-0.07670674554003006,99.49284170126964,98.83508304565532,-0.0012761689641552776,1,100.15893569570972
2023-01-02 07:45:00,99.16027797985504,99.16830656242186,99.12960524463234,99.23436114997817,3690.896031956442,99.00572493480425,45.44653512101127,-0.06038382974931866,99.57971789900144,98.8890044009549,0.0007099229884599545,1,100.201776656484
2023-01-02 08:00:00,99.1702431163638,99.38598067059047,99.15317175772233,99.26837247589035,11824.928826550049,99.02254318880996,48.786239935059676,-0.04479613384499751,99.63094543954631,98.90579951223438,0.0003427373897311181,0,100.25606481113455
2023-01-02 08:15:00,99.1198955509522,99.28768576634319,99.00472468748612,99.12008033454458,39447.95878750864,99.0303296156311,2.443613961829165,-0.12148061358886433,99.48407734707506,98.7560833220141,-0.0014938508373528725,0,100.12325281816251
2023-01-02 08:30:00,98.96482920784557,98.96507681899426,98.95865643667068,99.01540235961599,36202.142838932785,99.0447265013848,53.15901258946462,-0.22082807762282522,99.35059936225433,98.68020535697765,-0.0010560723374647418,1,99.99748046981117
2023-01-02 08:45:00,98.97168550532618,99.12331754526012,98.81559937791913,99.03875930110273,64200.83237802826,99.06072626556458,42.672858798344606,-0.023058639852361285,99.3369503782227,98.74056822398276,0.00023589200195250903,0,100.02691216906138
2023-01-02 09:00:00,98.86545513395356,98.91641561463199,98.84661367717904,98.82833092232664,6636.250980418486,99.06684175295337,73.89004997424325,0.013585942408165689,99.09970327207937,98.55695857257392,-0.002124707339440035,1,99.80616586841087
2023-01-02 09:15:00,98.91281437701709,99.01403110536592,98.80317102023868,98.8885490852487,2172.982956738246,99.05886486893947,50.29016106217632,-0.0052505068538652175,99.17137986420038,98.60571830629702,0.0006093208532418348,0,99.8952738020532
2023-01-02 09:30:00,98.82087195359371,98.8511965670483,98.77468819755947,98.88241567925145,51948.81548985357,99.05749772451153,32.16554870697557,-0.014487856194788686,99.16852650836962,98.59630485013328,-6.202341983962967e-05,1,99.88805476061815
2023-01-02 09:45:00,98.97586539409546,99.01210719753036,98.88822671652665,99.0601161080309,9621.964444614268,99.05763087383437,49.251797688078234,0.004304087085038765,99.34622932832434,98.77400288773745,0.0017970882644682273,0,100.04187858015979
2023-01-02 10:00:00,98.89754006486183,98.93109433983727,98.69074058506182,98.92568410787055,2926.352762358598,99.05379724100004,34.30818372406244,0.10228414715507642,99.21692445625528,98.63444375948582,-0.0013570749302750373,0,99.91641392895316
2023-01-02 10:15:00,98.86533391324127,98.92029417509455,98.84832156499634,98.82134319556617,25465.089296761398,99.05533787848495,57.101111235687,-0.01904461859292168,99.10699203189155,98.5356943592408,-0.0010547403664209476,1,99.80275168704419
2023-01-02 10:30:00,98.94668563497824,98.95420650768871,98.78430195168025,99.04603869056321,48687.40679301061,99.05798178797765,54.36421046509228,-0.05740825770872696,99.33023955262624,98.76183782850018,0.002273754714630538,0,100.04264852385916
2023-01-02 10:45:00,98.82359920333484,98.82512080238084,98.79892683685026,98.79705065844423,19495.57640669829,99.0505858202026,64.36759446662401,-0.028112548488808634,99.10067005453453,98.49343126235394,-0.0025138615881131754,1,99.79011799580111
2023-01-02 11:00:00,98.84634519679526,98.86474860119594,98.82199691063475,98.82958830773669,13934.897911190837,99.03404773884573,38.13677312458152,0.05793467597567758,99.14387918237615,98.51529743309722,0.0003293382654199206,1,99.82600124653018
2023-01-02 11:15:00,98.97705947222349,99.03804438960053,98.95625436534196,98.99417636394797,18781.690559511553,99.02963668890801,50.5101214434222,0.14120268785432497,99.308086164642,98.68026656325394,0.001665372273926602,0,99.98743731206453
2023-01-02 11:30:00,98.81631114876737,98.8275843014892,98.77733147392267,98.8940191698031,15205.572288770954,99.01689777630496,29.52467306860047,-0.06281437391691784,99.20824644505709,98.57979189454912,-0.0010117483454445964,0,99.91231342356502
2023-01-02 11:45:00,98.8347745346206,98.89073045508721,98.82640416562501,98.87747333344822,5721.308906819503,99.00855106806912,60.52242172887072,0.009893378702888372,99.19743986036231,98.55750680653414,-0.00016730876643278325,1,99.85596882913259
2023-01-02 12:00:00,98.86076281404544,99.0359443335569,98.82042333193087,98.88150608906354,10778.614627759072,98.99289518780054,57.78306770660183,0.03383574419359597,99.19368468835336,98.56932748977371,4.078538295293477e-05,1,99.8532151164098
